stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
JBC,HRZ,111113,"28""",,SLIM,2019-05-06,,TX
JOB SITE,HRZ,121336,"28""",2 LINE,,2020-02-06,,TX
JONESTOWN P.W.,VER,122256,ATP-O+3M,,,2020-02-28,,TX
JEFF BUTLER'S ASPHALT,HRZ,126374,"18""",2 LINES,,2020-06-17,,TX
JORGENSEN,VER,128059,"36""",,,2020-07-29,,TX
JOB BREIFING,VER,134519,"28""",,,2021-01-29,,TX
JOURDANT PUBLIC WORKS DEPT,HRZ,145883,"28"" SLIM",4 LINE,,2021-12-13,,TX
JAG PUBLIC SAFETY,HRZ,S13942,,,Ordered as silk screen Repalment 02/22/24,2013-09-24,,TX
JOE HEAD,HRZ,124374,"28""",,Ordered as silk screen,2020-04-27,,TX
JUSTIN 1887,HRZ,110055,"36""",,Ordered as silk screen,2019-04-11,,TX
JEFFREYS CREEK LAYOUT,HRZ,TS25559,"18""",,Ordered as silk screen,2018-04-30,,TX
JACOBS,HRZ,105582,"28""",,Ordered as silk screen,2018-11-29,,TX
JUST TREES,HRZ,153347,"28""",2 LINE,,2022-10-12,,TX
JOHNSON COUNTY ELECTIONS OFFICE,HRZ,153802,"28""",,Ordered as silk screen,2022-10-12,,TX
JONESBBORO SCHHOOL J,HRZ,176368,"28""",,Ordered as silk screen,2024-11-05,,TX
J&G VALET SERVICES logo,HRZ,176720,"28""",,Ordered as silk screen,2024-11-18,,TX
JVA,HRZ,180970,"36""",,Ordered as silk screen,2025-04-09,,TX
JMS CRANE & RIGGING,HRZ,400346,"18"" 6"" COLLAR",,Ordered as silk screen,2025-07-31,,TX
KEMPER COUNTY,HRZ,L14148,,2-LINE,,2013-11-05,,TX
KPUB,HRZ,S15476,,,,2014-07-14,,TX
KCRB,HRZ,S16064,,,,2014-10-21,,TX
K&G,HRZ,S17520,,,,2015-07-07,,TX
KAYE & SONS,HRZ,S24058,"36""",,,2018-12-05,,TX
KIEWIT,VER,S24473,"36""",,,2018-01-25,,TX
KC ELECTRIC 580-242-2299,HRZ,S25684,"36""",2-LINE,,2018-05-09,,TX
K.T.E,HRZ,107472,"28""",,CONVERTED TO SILKSCREEN,2019-02-05,,TX
KMD,HRZ,107594,"28""",,,2019-02-07,,TX
KNOX CO.,HRZ,109383,"28""",2 LINE,CONVERTED TO SILKSCREEN,2019-03-27,,TX
KIP,HRZ,111544,"28""",,SLIM CONE,2019-05-15,,TX
KIEWIT,HRZ,121753,"36""",,TRANSFER FROM NJ,2020-02-17,,TX
KNOX COUNTY,HRZ,127216,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-07-09,,TX
KEY AND LOGO,HRZ,S9875,"18""",,ORDERED AS SILKSCREEN,2010-12-21,,TX
KO KEEP IT CLEAN,,S18322,,,ORDERED AS SILKSCREEN,2015-11-20,,TX
KELLY BISHOP,HRZ,147867,"28""",2 LINE,Requested by warehouse not in Wrike,2022-04-12,,TX
KBPD,VER,150790,"36""",,,2022-06-15,,TX
K P,HRZ,164276,"36""",,,2023-10-09,,TX
KELLER MOTORS,HRZ,164981,"18""",2 LINE,,2023-11-01,,TX
KELLER POLICE MOTOR UNIT logo,HRZ,164981,"18""",,,2023-11-01,,TX
KIDDS TOWING,HRZ,172736,"28""",,,2024-07-19,,TX
LBC,HRZ,,,,,,,TX
LSU PARKING,VER,,,,,,,TX
LSU POLICE,VER,,,,,,,TX
LUKES,VER,,,,,,,TX
LBH 13.1,HRZ,,,,,,,TX
LAKEWOOD,HRZ,S7956,,,,,,TX
LAKE CITIES MUA,HRZ,S8622,,,,,,TX
LAKEWOOD,HRZ,S8952,,,,,,TX
LOOK BEFORE BACKING,HRZ,S9237,,3-LINE,,,,TX
LSC BMW,HRZ,S10182,"18""",2-LINE,,2011-03-16,,TX
LINE LOCATING IN PROGRESS,HRZ,S10682,,4-LINE,,2011-07-15,,TX
LSV,VER,S10893,"18""",,,2011-09-07,,TX
LIGHTHOUSE ELECTRIC COOP,HRZ,S12069,,,,2012-08-03,,TX
LJFD,VER,S12946,,,,2013-03-13,,TX
LITTLE ELM STREET DIV,HRZ,S12940,,2-LINE,,2013-03-14,,TX
LITTLE ELM WATER DIV,HRZ,S12940,,2-LINE,,2013-03-14,,TX
LITTLE ELM W.W. DIV,HRZ,S12940,,2-LINE,,2013-03-14,,TX
LRST,HRZ,S13049,,,,2013-04-03,,TX
LTS,HRZ,S13130,,,,2013-04-16,,TX
LAVON SUD,HRZ,S14221,,,,2013-11-19,,TX
LSRO,VER,S16265,,,,2014-11-24,,TX
LANCASTER WATER,HRZ,S16552,"28""",2-LINE,,2015-01-29,,TX
LAKEWOOD,HRZ,S16572,"28""",,,2015-01-29,,TX
LPW,HRZ,S16898,"28""",,,2015-03-27,,TX
LYON-COFFEY ELECTRIC COOP,HRZ,S17723,,3-LINE,,2015-08-10,,TX
LRTS,VER,S19545,"28""",,,2016-06-24,,TX
LONESTAR TRAFFIC SAFETY,HRZ,S21156,"36""",3-LINE,CONVERTED TO SLIKSCREEN USED STENCIL FONT 4/23,2017-02-01,,TX
LC,HRZ,S21177,"28""",,,2017-02-03,,TX
LITTLE ELM STORM WATER DIV,HRZ,S21963,"28""",3-LINE,,2017-05-09,,TX
LITTLE ELM WASTE WATER DIV,HRZ,S21963,"28""",3-LINE,,2017-05-09,,TX
LINE LOCATING IN PROGRESS,HRZ,S22939,,,,2017-09-08,,TX
L.W.D.,HRZ,S23986,"28""",,,2017-11-28,,TX
LANZO COMPANIES,HRZ,S25028,"36""",2-LINE,,2018-03-26,,TX
LANDSCAPE,VER,S25264,"36""",,,2018-04-05,,TX
LAYNE INLINER,HRZ,S25478,"36""",2-LINE,TRANSFER FROM NJ,2018-04-23,,TX
LONESTAR TRAFFIC SAFETY,HRZ,S25492,"28""",3-LINE,,2018-04-23,,TX
LOOSE MATERIALS,HRZ,101488,"28""",2-LINE,,2018-08-06,,TX
LAKEWOOD CHURCH,HRZ,101709,"28""",2-LINE,,2018-08-09,,TX
LS-RTF,HRZ,103123,"28""",,,2018-09-18,,TX
LANZO,HRZ,103154,"36""",,,2018-09-19,,TX
LAKEWOOD CHURCH,HRZ,103273,"28""",2-LINE,,2018-09-21,,TX
LIVE OAK CO PCT #2,HRZ,104832,"36""",2-LINE,,2018-11-06,,TX
LR STREET DEPT,HRZ,107388,"28""",2 LINE,,2019-02-01,,TX
LONESTAR TRAFFIC SAFETY,HRZ,110532,"18""",3 LINE,,2019-04-23,,TX
LCU,VER,116380,"36""",,MADE AS SILKSCREEN,2019-09-13,,TX
LIVE OAK COUNTY PCT 1,HRZ,120312,"28""",3 LINE,,2020-01-08,,TX
LYNX,VER,120461,"28""",,,2020-01-14,,TX
LAMPASAS CO PCT 1,HRZ,120477,"28""",2 LINE,,2020-01-15,,TX
LMI LANDSCAPES,HRZ,119613,"28""",2 LINE,ORDERED AS SILKSCREEN,2019-12-11,,TX
L30,HRZ,120756,"36""",,,2020-01-22,,TX
LIVE OAK COUNTY PCT #2,HRZ,122255,"28""",2 LINE,,2020-02-28,,TX
L30,HRZ,,"28""",,,2020-03-24,,TX
LOVEJOY ATHLETICS,HRZ,129809,"28""",2 LINE,,2020-09-15,,TX
LONE STAR CONSTRUCTION,HRZ,131989,"28""",2 LINE,,2020-11-10,,TX
LCPA MAINT.,VER,134516,"36""",2 LINE,ORDERED AS SILKSCREEN,2021-02-02,,TX
LOC,HRZ,136487,"18""",,,2021-03-18,,TX
LAMAR STATE COLLEGE PORT ARTHUR,HRZ,140538,"18""",3 LINE,,2021-06-24,,TX
LOC,,S14651-1,,,,2014-02-27,,TX
LHP,HRZ,149599,"36""",,,2022-05-04,,TX
LSA,VER,156144,A-TOP,,,2023-01-25,,TX
LOOK UP AND LIVE  logo,HRZ,159300,"36""",,ORDERED AS SILKSCREEN,2023-05-15,,TX
LUCKY STRIPES w/ web address  logo,HRZ,164237,"18"" & 28"" slim",,ORDERED AS SILKSCREEN,2023-10-09,,TX
LUMIN8,HRZ,167884,"36""",,,2024-02-26,,TX
LINCOLN PAVING LLC,HRZ,172507,"28""",3 LINE,ORDERED AS SILKSCREEN OES FONT,2024-07-12,,TX
LOWMAN LAW FIRM,HRZ,172622,"28""",,ORDERED AS SILKSCREEN,2024-07-17,,TX
LUFKIN - 40,HRZ,173232,"28"" SLIM",,,2024-08-06,,TX
LINE MAINTENANCE,HRZ,173301,"28"" SLIM",2 LINE,,2024-08-07,,TX
LIBERTY COUNTY ROAD DEPARTMENT,HRZ,173651,"36""",4 LINE,OES font,2024-08-16,,TX
LINDALE PD,HRZ,175484,"18"" with collar",2 LINE,OES font,2024-10-09,,TX
LORI'S PAVING,HRZ,175493,"36""",2 LINE,ORDERED AS SILKSCREEN OES FONT,2024-10-09,,TX
"LOOK UP AND LIVE""with arrow up""",HRZ,175672,"28"" No Collars",3 LINE,OES font,2024-10-16,,TX
LIBERTY PUBLIC WORKS,HRZ,178619,"28""",3 LINE,,2025-02-05,,TX
LSU logo,HRZ,179781,"28""",,ORDERED AS SILKSCREEN,2025-03-11,,TX
"""L"" LEGACY 720-708-6334",HRZ,180339,DRUM,2 LINE,,2025-03-28,,TX
LAZ Parking VALET logo,HRZ,400250,"28""",,,2025-07-22,,TX
MOUNT PLEASANT UTILITY DEPT,HRZ,,,,,,,TX
MARBLE FALLS,HRZ,,,,,,,TX
MIDSTATE,VER,,,,,,,TX
MARKET STRERR THE WOODLANDS,HRZ,,,,,,,TX
MSD,HRZ,,,,,,,TX
MP,HRZ,S8043,,,,,,TX
M P D,HRZ,S8986,"18""",,,,,TX
M P D,HRZ,S9066,,,,2010-05-05,,TX
M.P.R.,HRZ,S9674,"18""",,,2010-10-12,,TX
MONETT P.D.,HRZ,S12214,,,,2012-09-06,,TX
MCEMA52,HRZ,S13581,,,,2013-07-22,,TX
MONETT STREET DEPT.,HRZ,S13659,,3-LINE,,2013-08-12,,TX
MACON E&W,HRZ,S14138,,,,2013-11-04,,TX
MCSI,HRZ,S14369,,,,2014-01-06,,TX
MEL'S ELECTRIC,VER,S14719,,2-LINE,,2014-03-11,,TX
MAUMELLE POLICE,HRZ,S14770-1,,,,2014-03-18,,TX
MOREHEAD CITY WATER DEPT,HRZ,S15235,,2-LINE,,2014-06-03,,TX
MDOT,HRZ,S16217,,,Converted silk screen 07/09/25 650 units 400163,2014-11-14,,TX
MANSFIELD UTILITY DEPT,HRZ,S16319,,3-LINE,,2014-12-09,,TX
MSU PARKING,HRZ,S17698,,2-LINE,,2015-08-12,,TX
MPD,HRZ,S17750,,,,2015-08-14,,TX
MONARCH,HRZ,S18134,,,,2015-10-20,,TX
MICKEY CONSTRUCTION 214-682-1144,HRZ,S18521,,3-LINE,,2016-01-13,,TX
METERS (CELINA),HRZ,TS18517,,,,2016-01-26,,TX
MMP,HRZ,S19027,"28""",,,2016-03-29,,TX
MAIN STREET,HRZ,S19656,"28""",2-LINE,,2016-06-24,,TX
METRO BUS TRAINING,HRZ,S20262,"18"" & 28""",3-LINE,ONE STENCIL FITS BOTH SIZE CONES,2016-09-26,,TX
MARSHALL CO DIST 1,HRZ,S20516,"36""",2-LINE,,2016-11-10,,TX
MOTPLANS,HRZ,S20758,"36""",,TRANSFER FROM NJ,2016-12-01,,TX
MALIBU UTILITIES,HRZ,S21585,"36""",2-LINE,,2017-03-27,,TX
MMP,HRZ,S21682,"28""",,,2017-04-05,,TX
MPW,HRZ,S22032,"36""",,CONVERTED TO SILKSCREEN 4/30/20 124528,2017-05-15,,TX
METER DEPT,HRZ,S22006,"28""",,,2017-05-23,,TX
MARTIN BROWER,HRZ,S22836,"18""",2-LINE,,2017-08-10,,TX
MENZIES,HRZ,S23445,"36""",,,2017-10-11,,TX
MENZIES FUELING,HRZ,S23514,"28""",2-LINE,,2017-10-18,,TX
MCALLEN PARKS & REC 2017-120,HRZ,S24009,"18""",3-LINE,,2017-11-29,,TX
MICHELS 920-583-3132,HRZ,S24065,"28""",2-LINE,,2017-12-20,,TX
M.S.U.D.,HRZ,S24670,"28""",,,2018-02-13,,TX
MD-WASD,HRZ,S25074,"36""",,TRANSFER FROM NJ/CONVERTED TO SILKSCREEN 6/20/19 112958,2018-03-19,,TX
MDAD,HRZ,S25097,"36""",,TRANSFER FROM NJ,2018-03-22,,TX
MDPD,HRZ,S25400-1,"36""",,,2018-04-19,,TX
MDAD,HRZ,S25510,"28"" & 36""",,1 STENCIL FITS BOTH SIZES,2018-04-24,,TX
MJPD,VER,S25580,"28""",,SLIM CONE,2018-04-30,,TX
MMP,HRZ,S25763,"28""",,SLIM CONE,2018-05-16,,TX
MH SECURITY,VER,S26236,"18""",2-LINE,,2018-06-22,,TX
MVFD,HRZ,S26289,"28""",,,2018-06-29,,TX
MYPT SEC,HRZ,101808,"36""",2-LINE,TRANSFER FROM NJ,2018-08-14,,TX
MD-TSS&S,HRZ,104956,"36""",,,2018-11-09,,TX
MIA,HRZ,105651,"28""",,,2018-12-03,,TX
MAWSS,HRZ,106133/112606,"36""",,CONVERTED TO SILKSCREEN 6/12/19,2018-12-18,,TX
MISSION FD,HRZ,108197,"36""",2 LINE,CONVERTED TO SILKSCREEN,2019-02-25,,TX
M.D.F.R.,HRZ,109263,"18""",,TRANSFER FROM NJ,2019-03-26,,TX
MT. VERNON FIRE DEPT.,HRZ,109274,"28""",2 LINE,,2019-03-25,,TX
MDfr,HRZ,109395,"28""",,,2019-03-27,,TX
MD-TED,HRZ,109395,"36""",,,2019-03-27,,TX
MAINT COA,HRZ,113012,"28""",2 LINE,,2019-06-25,,TX
MOON,VER,114492,"28""",,MADE AS SILKSCREEN,2019-08-01,,TX
MGPD,HRZ,114733,"28""",,MADE AS SILKSCREEN,2019-08-05,,TX
MEARS,HRZ,115424,"28""",,MADE AS SILKSCREEN,2019-08-22,,TX
MWS,VER,117247,"28""",,"""",2019-10-04,,TX
M&M TRENCHING,VER,118257,D-TOP+3M,,,2019-10-30,,TX
MBLF,HRZ,118975,"36""",,,2019-11-19,,TX
MCKINNEY STREETS DEPT,HRZ,121173,"28""",3 LINE,MADE AS SILKSCREEN,2020-02-03,,TX
MBPD,HRZ,121557,"36""",,CONVERTED TO SILKSCREEN 2/12/20,2020-02-12,,TX
MSV,VER,123221,"36""",,,2020-03-24,,TX
MMS,HRZ,127057,"28""",,,2020-07-02,,TX
MDFR,HRZ,127150,"36""",,MADE AS SILKSCREEN,2020-07-08,,TX
MMP,VER,128334,"18""",,,2020-08-04,,TX
MANOR POLICE,HRZ,128365,"18""",2 LINE,,2020-08-05,,TX
MFD,HRZ,130458,"28""",,MADE AS SILKSCREEN,2020-10-01,,TX
MOORE POLICE,HRZ,131321,"18""",2 LINE,MADE AS SILKSCREEN,2020-10-22,,TX
MCESD1,HRZ,132724,"18""",,,2020-12-02,,TX
MCP3,HRZ,136161,"28""",,ORDERED AS SILKSCREEN,2021-03-11,,TX
M.U. ELECTRIC,HRZ,137815,"28""",,TRANSFER FROM NJ,2021-04-19,,TX
MSU ATHLETICS,HRZ,141674,"28""",2 LINE,ORDERED AS SILKSCREEN,2021-07-28,,TX
MISSION FIRE,HRZ,141922,"28""",2 LINE,,2021-08-04,,TX
"""M"" MILLER PIPELINE",,145793,"28""",,ORDERED AS SILKSCREEN,2022-01-14,,TX
MasTec LOGO,,138820,"36""",,ORDERED AS SILKSCREEN,2021-05-07,,TX
MUHALL'S LEAF LOGO,,138043,"18""",,ORDERED AS SILKSCREEN,2021-04-23,,TX
MARATHON PIPELINE,HRZ,S10682,,,SENT TO NJ (N14714) 08/11,2011-07-25,,TX
CALL BEFORE YOU DIG,HRZ,S16082,,,SENT TO NJ (N14714) 08/11,2011-07-25,,TX
MONEY GRAM LOGO,HRZ,S20281,"18""",,ORDERED AS SILKSCREEN,2016-09-28,,TX
MATHESON PRODUCTION LAYOUT,HRZ,TS25061,"28""",,ORDERED AS SILKSCREEN,2018-03-19,,TX
M LOGO,,126641,"28""",,ORDERED AS SILKSCREEN,2020-06-24,,TX
MID-STATE RENTALS 913-574-7270,HRZ,150172,"36""",,ORDERED AS SILKSCREEN,2022-05-25,,TX
MPD TEU,HRZ,150190,"36""",,ORDERED AS SILKSCREEN,2022-05-25,,TX
MISSISSIPPI STATE UNIVERSITY PRKNG & TRNST,HRZ,150942,"28"" & 36""",,ORDERED AS SILKSCREEN,2022-06-22,,TX
MDX,HRZ,151888,"36""",,,2022-08-01,,TX
MWY,HRZ,153944,"28""",,,2022-10-20,,TX
M&M CONCRETE,HRZ,155567,"28"" SLIM",2 LINE,,2023-01-04,,TX
MPD-WYN,HRZ,155964,"36""",,,2023-01-18,,TX
"""M"" logo MidCentral",HRZ,157494,"28""",,,2023-03-21,,TX
MILLION AIR,HRZ,159821,"36""",2 LINE,Also have file in Ca warehouse,2023-05-22,,TX
MIDLOTHIAN PUBLIC WORKS,HRZ,163116,"28"" SLIM",3 LINE,,2023-09-01,,TX
MPD MOTORS,HRZ,163733,"18""",2 LINE,,2023-09-21,,TX
MACHUCA UNDERGROUND,HRZ,164783,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-10-25,,TX
MD-WASD,HRZ,165620,"36""",,ORDERED AS SILKSCREEN,2023-11-29,,TX
MASTEC,HRZ,165620,"36""",,ORDERED AS SILKSCREEN,2023-11-29,,TX
MULHALL logo,HRZ,169217,"18""",,ORDERED AS SILKSCREEN,2024-04-03,,TX
MANSFILED WATER UTLILITIES,HRZ,169505,"36""",3 LINE,,2024-04-11,,TX
MAP,HRZ,169591,"36""",,Ordered as a silk screen OES font,2024-04-15,,TX
MURF TURF FARM,HRZ,170064,"28""",,ORDERED AS SILKSCREEN,2024-04-29,,TX
MURPHY PUBLIC WORKS,HRZ,170302,"28""","3 LINE 2"" letters",,2024-06-11,,TX
MICA logo,HRZ,171765,"28"" SLIM",,ORDERED AS SILKSCREEN,2024-06-18,,TX
MAROON CITY VALET,HRZ,171840,"28""",,ORDERED AS SILKSCREEN,2024-06-20,,TX
MINI RCR logo,HRZ,172835,"28"" No Collar",,ORDERED AS SILKSCREEN,2024-07-24,,TX
MEN WORKING OVERHEAD,VER,173683,"36"" 15# NO COLLARS",,Designed vertical to apply thru recesses OES font,2024-08-21,,TX
MAXXSOUTH BROADBAND,HRZ,173979,"28""",2 LINE,Ordered as a silk screen OES font,2024-08-27,,TX
MODELL FUNERAL HOME AND CREMATION SERVICES,HRZ,175545,"28""",,"MODELL logo Silk screen and stencil numbers 1,2,3,4,5",2024-10-10,,TX
MABANK POLICE,HRZ,176114,"28""",,ORDERED AS SILKSCREEN,2024-10-29,,TX
MABANK,HRZ,176114,"28""",,ORDERED AS SILKSCREEN,2024-10-29,,TX
MK McKenny's Building A Higher Standard logo,HRZ,176189,"36""",,ORDERED AS SILKSCREEN,2024-10-30,,TX
MESSER,VER,178137,A-TOP,,OES font,2025-01-17,,TX
MCFPD,HRZ,178518,"28""",,Ordered as a silk screen OES font,2025-02-04,,TX
MID SOUTH STEEL PRODUCTS INC. logo,HRZ,178498,"36""",,ORDERED AS SILKSCREEN,2025-02-04,,TX
MW,HRZ,179834,"28"" SLIM",,ORDERED AS SILKSCREEN,2025-03-13,,TX
MTAPF,HRZ,180331,"36""",,Ordered as a silk screen OES font,2025-03-25,,TX
MDCC LETA,HRZ,180423,18 WITH COLLAR,2 LINE,OES font,2025-03-27,,TX
MTG,HRZ,400258,"36""",,,2025-07-22,,TX
MILLION AIR,HRZ,400298,"28""",,ORDERED AS SILKSCREEN Tranfered Art Form Ca Warehouse,2025-07-28,,TX
N.B.U. ELECTRIC,HRZ,,,,,,,TX
N.B.U. ELECTRIC,HRZ,,"18""",,,,,TX
NJM 26.2,HRZ,,,,,,,TX
NWA,HRZ,,,,,,,TX
N-LINE,HRZ,,,,,,,TX
NOT FOR SALE,HRZ,,,,,,,TX
NIXA STREET DEPT,VER,,,,,,,TX
NMGCO,HRZ,S7688,"18""",,,,,TX
NMGCO,HRZ,S7688,"36""",,,,,TX
NO SMOKING,VER,S7750,,,,,,TX
NEW,VER,S8258,,,,,,TX
NRHPD,HRZ,S9622,,,,2010-09-29,,TX
NPL GAS,HRZ,S10010,,2-LINE,,2011-01-31,,TX
NPL CONC.,HRZ,S10010,,2-LINE,,2011-02-01,,TX
NORRIS PPD,HRZ,S10957,,2-LINE,,2001-09-22,,TX
NCISD TRANSP.,HRZ,S11548,,2-LINE,,2012-03-20,,TX
NORRIS PPD,HRZ,S10957,,2-LINE,,2012-07-31,,TX
NEBR. DEPT OF ROADS,HRZ,S13811,,3-LINE,,2013-08-29,,TX
NWNA  (Transferred from New Jersey),HRZ,S14842,,,TRANSFER FROM NJ,2014-03-31,,TX
NPL CONST.,HRZ,S14902,,2-LINE,,2014-04-08,,TX
NRG PARK,HRZ,S15078,,,,2014-05-06,,TX
NTI,VER,S15114,,,,,,TX
NDOR,HRZ,S15746,,,,2014-08-27,,TX
NO PARKING,HRZ,S15806,,2-LINE,,2014-09-04,,TX
N.L.R. TRAFFIC,HRZ,S20627,"28""",2-LINE,,2016-11-11,,TX
NIXON,HRZ,S20930,"28""",,SLIM CONE,2017-01-05,,TX
NEW WAVE,HRZ,S21526,"28""",2-LINE,TRANSFER FROM NJ,2017-03-21,,TX
NC BAT UNIT,HRZ,S22085,"36""",2-LINE,,2017-05-19,,TX
NAPD,HRZ,S23083-1,"18""",,,2017-09-13,,TX
NOX,HRZ,S23761,"28""",,SLIM CONE- TRANSFER FROM NJ,2017-11-07,,TX
NVC DPS,VER,S24838,"28"" & 18""",,2 STENCILS/2 SIZES,2018-03-02,,TX
NFO,HRZ,S25823,"28""",,,2018-05-31,,TX
NORTH METRO PDC,HRZ,101107,"28""",3-LINE,,2018-07-26,,TX
N.W.,HRZ,102138,"28""",,,2018-08-22,,TX
NMMA,HRZ,103284,"36""",,,2018-09-25,,TX
NASJAX SECURITY,HRZ,103929,"28""",2-LINE,,2018-10-09,,TX
NPD,VER,111042,"28""",,,2019-05-03,,TX
NTS,HRZ,113985,"36""",,TRANSFER FROM NJ,2019-07-19,,TX
ND,HRZ,118703,"28"" SLIM",,,2019-11-12,,TX
NMB-652,HRZ,121416,"28""",,TRANSFER FROM NJ,2020-02-07,,TX
NSI,HRZ,125704,"28"" SLIM",,,2020-06-02,,TX
NLPW,HRZ,126563,"36""",,TRANSFER FROM NJ CONVERTED TO SILKSCREEN,2020-06-23,,TX
NTS,VER,127763,"36""",,,2020-07-21,,TX
NOX PUBLIC SAFETY,HRZ,127925,"28"" SLIM",3 LINE,,2020-07-27,,TX
NPW,VER,129678,"28""",,,2020-09-11,,TX
NPD,HRZ,131220,"28"" SLIM",,,2020-10-20,,TX
NO ENTRAR,HRZ,134920,"18""",2 LINE,ORDERED AS SILKSCREEN,2021-02-11,,TX
NLR STREET,HRZ,145705,"18""",2 LINE,,2021-12-09,,TX
NASA LOGO,,S16942,"28""",,ORDERED AS SILKSCREEN,2015-04-07,,TX
NRG PARK,HRZ,,"28""",,2 replacements ordered 07/24/24,2016-05-01,,TX
NORTHERN TOOL,HRZ,S21588,"18""",,ORDERED AS SILKSCREEN,2017-03-27,,TX
NOLES SCAPE,,131521,"28""",,ORDERED AS SILKSCREEN,2020-10-28,,TX
NOBLE ROOFING,,132889,"28""",,ORDERED AS SILKSCREEN,2020-12-07,,TX
NORTH STAR,,129090,"28"" SLIM",,ORDERED AS SILKSCREEN,2020-08-27,,TX
NLR TRAFFIC,HRZ,,"28"" Slim",,ORDERED AS SILKSCREEN,2018-04-10,,TX
NATRON INC,,135386,"28""",,ORDERED AS SILKSCREEN,2021-02-16,,TX
NASA PROTECION SERVICES,HRZ,159606,"28""",,NEW SILK SCREEN ART FILE CHANGED,2023-05-17,,TX
NAV HQ,HRZ,160146,"28""",,,2023-06-01,,TX
NINESTAR,,160652,"28""",,TRANSFER FROM NJ,2023-06-15,,TX
NICK'S CRANE SERVICE,HRZ,161322,"28"" SlLIM",,,2023-07-07,,TX
NEW SOUTH WEST RESERVED VALET logo,HRZ,163833,"28""",4 LINE,,2023-09-26,,TX
NORTH HOUSTON POWER LINE,HRZ,164701,"28""",,,2023-10-25,,TX
NETWORK BAR MEMBERS ONLY,HRZ,165397,"18""",4 LINE,,2023-11-17,,TX
NG CITY OF GULF BREEZE,HRZ,166108,"36""",4 LINE,OES Font,2023-12-18,,TX
NAUV,HRZ,173602,"12""",,OES Font,2024-08-15,,TX
NorthStar logo,HRZ,173844,"28""",,ORDERED AS SILKSCREEN,2024-08-22,,TX
NATIONAL WATER COMMISSION Water is Life logo,HRZ,174027,"36""",,ORDERED AS SILKSCREEN,2024-08-28,,TX
NAPD,HRZ,173935,"12""",,"Prior file was for 18"" and did not fit 12""",2024-08-28,,TX
NO PARKING NEW SOUTH PARKING RESERVED VALET,HRZ,176534,"28"" 1 COLLAR",,ORDERED AS SILKSCREEN,2024-11-11,,TX
NO PARKING,VER,176848,"28""",,OES FONT,2024-11-21,,TX
NWE,HRZ,148484,"28""",,,2025-02-04,,TX
NDCP,HRZ,400000,"28""",,ORDERED AS SILKSCREEN OES font,2025-06-16,,TX
NO PARKING BY ORDER OF ST PETERS POLICE,,400117,"28""",,OES font,2025-07-02,,TX
OPD,HRZ,,,,,,,TX
OXFORD STREET DEPT.,HRZ,S11886,,,,2012-06-13,,TX
OBMSPW,HRZ,S12423,,,,2012-10-24,,TX
O E M,VER,S12443,,,,2012-10-30,,TX
OPP UTILITIES,HRZ,S12615,,2-LINE,,2012-12-14,,TX
OPPD,VER,S14383,"18""",,,2012-01-08,,TX
OPPD,VER,S14383,"28""",,,2012-01-08,,TX
OK STATE PARKS,HRZ,S16122,,2-LINE,,2014-10-30,,TX
OAKS,VER,S16268,,,,2014-11-24,,TX
OHP-MC,VER,S18759,"12"" & 18""",,,2016-02-23,,TX
OPD,VER,S20168,"28""",,,2016-09-09,,TX
OVERHEAD LINES,VER,S20273,"36""",,,2016-09-26,,TX
OLDEST SHIP FIRST,HRZ,S23913,"18""",3-LINE,,2017-11-22,,TX
OPPD,HRZ,S25118,"28""",,SLIM CONE,2018-03-23,,TX
OPERATIONS LEAD,HRZ,S25560,"28""",2-LINE,,2018-04-27,,TX
OPS VALET,VER,S26013,"28""",,,2018-06-05,,TX
OPS,HRZ,122705,"18""",,,2020-03-11,,TX
OUHSC PARKING,HRZ,128176,"28""",2 LINE,,2020-07-31,,TX
OCC 850-502-6616,HRZ,139511,"18""",2 LINE,,2021-05-25,,TX
OSCEOLA COUNTY TRAFFIC,HRZ,141090,"36""",3 LINE,ORDERED AS SILKSCREEN,1901-12-13,,TX
OSAGE BEACH PW,HRZ,141436,"28""",2 LINE,,2021-07-22,,TX
OUB,VER,141809,"36""",,,2021-08-03,,TX
OSO W PAW PRINT LOGO,HRZ,140513,"28"" SLIM",2 LINE,,2021-06-28,,TX
OPELIKA UTLITIES LOGO,,S17182,,,,2015-05-14,,TX
ONE DALLAS CENTER LOGO,HRZ,152116,"28""",,ORDERED AS SILKSCREEN,2022-08-09,,TX
OCCC DOCKS 222,HRZ,153325,"36""",,ORDERED AS SILKSCREEN,2022-09-23,,TX
OCCC PARKING,HRZ,159981,"28""",,ORDERED AS SILKSCREEN,2023-05-30,,TX
OKIE EXPRESS AUTO WASH logo,HRZ,163145,"28""",,ORDERED AS SILKSCREEN,2023-09-06,,TX
OUTFRONT MEDIA,HRZ,163928,"28""",2 LINE,,2023-09-27,,TX
OPW,HRZ,164817,"36""",,ORDERED AS SILKSCREEN,2023-10-26,,TX
OTC EDS,HRZ,169675,"36""",2 LINE,OES font,2024-04-16,,TX
ODB Online Direcetional Boring LP logo,HRZ,177569,"28""",,ORDERED AS SILKSCREEN,2024-12-21,,TX
